CODIGO  ;DESCRICAO DO INSUMO;UNIDADE;ORIGEM DO PRECO;  PRECO MEDIANO R$
39197;"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 2 1/2"" X 1 1/4"", PARA ELETRODUTO";UN    ;CR;33,87
39196;"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 2 1/2"" X 1"", PARA ELETRODUTO";UN    ;CR;34,93
39199;"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 2 1/2"" X 2"", PARA ELETRODUTO";UN    ;CR;31,20
39195;"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 2"" X 1 1/2"", PARA ELETRODUTO";UN    ;CR;18,01
39194;"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 2"" X 1 1/4"", PARA ELETRODUTO";UN    ;CR;19,27
39193;"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 2"" X 1"", PARA ELETRODUTO";UN    ;CR;21,12
39192;"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 2"" X 3/4"", PARA ELETRODUTO";UN    ;CR;21,97
39920;"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 3/4"" X 1/2"",  PARA ELETRODUTO";UN    ;CR;2,66
39201;"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 3"" X 1 1/2"", PARA ELETRODUTO";UN    ;CR;38,77
39200;"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 3"" X 1 1/4"", PARA ELETRODUTO";UN    ;CR;39,08
39203;"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 3"" X 2 1/2"", PARA ELETRODUTO";UN    ;CR;31,55
39202;"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 3"" X 2"", PARA ELETRODUTO";UN    ;CR;37,07
39205;"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 4"" X 2 1/2"", PARA ELETRODUTO";UN    ;CR;61,84
39204;"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 4"" X 2"", PARA ELETRODUTO";UN    ;CR;63,34
39206;"BUCHA DE REDUCAO EM ALUMINIO, COM ROSCA, DE 4"" X 3"", PARA ELETRODUTO";UN    ;CR;60,09
792;"BUCHA DE REDUCAO PVC ROSCAVEL, 1"" X 3/4""";UN    ;C ;1,50
38001;BUCHA DE REDUCAO, CPVC, SOLDAVEL, 22 X 15 MM, PARA AGUA QUENTE;UN    ;CR;0,61
38002;BUCHA DE REDUCAO, CPVC, SOLDAVEL, 28 X 22 MM, PARA AGUA QUENTE;UN    ;CR;1,14
38003;BUCHA DE REDUCAO, CPVC, SOLDAVEL, 35 X 28 MM, PARA AGUA QUENTE;UN    ;CR;13,70
38004;BUCHA DE REDUCAO, CPVC, SOLDAVEL, 42 X 22 MM, PARA AGUA QUENTE;UN    ;CR;18,32
38418;BUCHA DE REDUCAO, PVC, LONGA, SERIE R, DN 50 X 40 MM, PARA ESGOTO PREDIAL;UN    ;CR;3,48
39178;"BUCHA EM ALUMINIO, COM ROSCA, DE  1 1/2"", PARA ELETRODUTO";UN    ;CR;1,07
39177;"BUCHA EM ALUMINIO, COM ROSCA, DE 1 1/4"", PARA ELETRODUTO";UN    ;CR;0,96
39174;"BUCHA EM ALUMINIO, COM ROSCA, DE 1/2"", PARA ELETRODUTO";UN    ;CR;0,48
39176;"BUCHA EM ALUMINIO, COM ROSCA, DE 1"", PARA ELETRODUTO";UN    ;CR;0,63
39180;"BUCHA EM ALUMINIO, COM ROSCA, DE 2 1/2"", PARA ELETRODUTO";UN    ;CR;2,90
39179;"BUCHA EM ALUMINIO, COM ROSCA, DE 2"", PARA ELETRODUTO";UN    ;CR;2,57
39175;"BUCHA EM ALUMINIO, COM ROSCA, DE 3/4"", PARA ELETRODUTO";UN    ;CR;0,59
39217;"BUCHA EM ALUMINIO, COM ROSCA, DE 3/8"", PARA ELETRODUTO";UN    ;CR;0,45
39181;"BUCHA EM ALUMINIO, COM ROSCA, DE 3"", PARA ELETRODUTO";UN    ;CR;3,89
39182;"BUCHA EM ALUMINIO, COM ROSCA, DE 4"", PARA ELETRODUTO";UN    ;CR;5,47
797;"BUCHA REDUCAO PVC ROSCAVEL 1 1/2"" X 1""";UN    ;CR;3,49
798;"BUCHA REDUCAO PVC ROSCAVEL 3/4"" X 1/2""";UN    ;CR;0,51
796;"BUCHA REDUCAO PVC ROSCAVEL, 1 1/2"" X 3/4""";UN    ;CR;3,44
799;"BUCHA REDUCAO PVC ROSCAVEL, 1"" X 1/2""";UN    ;CR;1,58
804;"BUCHA REDUCAO PVC, ROSCAVEL,  2""  X 1 1/2 """;UN    ;CR;6,38
793;"BUCHA REDUCAO PVC, ROSCAVEL, 1 1/2""  X1 1/4 """;UN    ;CR;3,15
801;"BUCHA REDUCAO PVC, ROSCAVEL, 1 1/4""  X 3/4 """;UN    ;CR;2,13
794;"BUCHA REDUCAO PVC, ROSCAVEL, 1 1/4"" X 1 """;UN    ;CR;2,23
802;"BUCHA REDUCAO PVC, ROSCAVEL, 2""  X 1 """;UN    ;CR;6,73
803;"BUCHA REDUCAO PVC, ROSCAVEL, 2""  X 1 1/4 """;UN    ;CR;7,02
12616;CABECEIRA DIREITA OU ESQUERDA, PVC, PARA CALHA PLUVIAL, DIAMETRO ENTRE 119 E 170 MM, PARA DRENAGEM PREDIAL;UN    ;AS;4,64
1049;"CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 1 1/2""";UN    ;CR;4,58
1099;"CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 1 1/4""";UN    ;CR;3,50
39678;"CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 1/2""";UN    ;CR;1,41
1050;"CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 1""";UN    ;CR;2,39
1101;"CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 2 1/2""";UN    ;CR;15,11
1100;"CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 2""";UN    ;CR;7,79
39679;"CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 3 1/2""";UN    ;CR;30,12
1098;"CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 3/4""";UN    ;CR;1,87
1102;"CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 3""";UN    ;CR;22,53
1051;"CABECOTE PARA ENTRADA DE LINHA DE ALIMENTACAO PARA ELETRODUTO, EM LIGA DE ALUMINIO COM ACABAMENTO ANTI CORROSIVO, COM FIXACAO POR ENCAIXE LISO DE 360 GRAUS, DE 4""";UN    ;CR;32,75
37399;CABIDE/GANCHO DE BANHEIRO SIMPLES EM METAL CROMADO;UN    ;CR;18,34
42014;"CABO DE ACO GALVANIZADO, DIAMETRO 12,7 MM (1/2""), COM ALMA DE ACO CABO INDEPENDENTE 6 X 25 F (COLETADO CAIXA)";KG    ;CR;23,41
42012;"CABO DE ACO GALVANIZADO, DIAMETRO 12,7 MM (1/2""), COM ALMA DE FIBRA 6 X 25 F (COLETADO CAIXA)";KG    ;CR;17,80
42013;"CABO DE ACO GALVANIZADO, DIAMETRO 9,53 MM (3/8""), COM ALMA DE FIBRA 6 X 25 F (COLETADO CAIXA)";KG    ;CR;9,58
25004;CABO DE ALUMINIO NU COM ALMA DE ACO, BITOLA 1/0 AWG;KG    ;CR;19,84
25002;CABO DE ALUMINIO NU COM ALMA DE ACO, BITOLA 2 AWG;KG    ;CR;20,01
37409;CABO DE ALUMINIO NU COM ALMA DE ACO, BITOLA 2/0 AWG;KG    ;CR;19,68
841;CABO DE ALUMINIO NU COM ALMA DE ACO, BITOLA 4 AWG;KG    ;C ;20,33
25005;CABO DE ALUMINIO NU SEM ALMA DE ACO, BITOLA 1/0 AWG;KG    ;CR;22,29
25003;CABO DE ALUMINIO NU SEM ALMA DE ACO, BITOLA 2 AWG;KG    ;CR;23,81
37410;CABO DE ALUMINIO NU SEM ALMA DE ACO, BITOLA 2/0 AWG;KG    ;CR;22,29
842;CABO DE ALUMINIO NU SEM ALMA DE ACO, BITOLA 4 AWG;KG    ;CR;25,07
862;CABO DE COBRE NU 10 MM2 MEIO-DURO;M     ;CR;4,71
866;CABO DE COBRE NU 120 MM2 MEIO-DURO;M     ;CR;57,93
892;CABO DE COBRE NU 150 MM2 MEIO-DURO;M     ;CR;73,67
857;CABO DE COBRE NU 16 MM2 MEIO-DURO;M     ;C ;7,50
37404;CABO DE COBRE NU 185 MM2 MEIO-DURO;M     ;CR;88,59
868;CABO DE COBRE NU 25 MM2 MEIO-DURO;M     ;CR;11,58
870;CABO DE COBRE NU 300 MM2 MEIO-DURO;M     ;CR;152,65
863;CABO DE COBRE NU 35 MM2 MEIO-DURO;M     ;CR;16,00
867;CABO DE COBRE NU 50 MM2 MEIO-DURO;M     ;CR;22,28
891;CABO DE COBRE NU 500 MM2 MEIO-DURO;M     ;CR;256,37
864;CABO DE COBRE NU 70 MM2 MEIO-DURO;M     ;CR;31,40
865;CABO DE COBRE NU 95 MM2 MEIO-DURO;M     ;CR;44,22
1006;CABO DE COBRE RIGIDO, CLASSE 2, ISOLACAO EM PVC, ANTI-CHAMA BWF-B, 1 CONDUTOR, 450/750 V, DIAMETRO 120 MM2;M     ;CR;47,47
948;CABO DE COBRE UNIPOLAR 10 MM2, BLINDADO, ISOLACAO 3,6/6 KV EPR, COBERTURA EM PVC;M     ;AS;21,46
947;CABO DE COBRE UNIPOLAR 16 MM2, BLINDADO, ISOLACAO 3,6/6 KV EPR, COBERTURA EM PVC;M     ;AS;21,83
911;CABO DE COBRE UNIPOLAR 16 MM2, BLINDADO, ISOLACAO 6/10 KV EPR, COBERTURA EM PVC;M     ;AS;31,74
925;CABO DE COBRE UNIPOLAR 25 MM2, BLINDADO, ISOLACAO 3,6/6 KV EPR, COBERTURA EM PVC;M     ;AS;29,34
954;CABO DE COBRE UNIPOLAR 25MM2, BLINDADO, ISOLACAO 6/10 KV EPR, COBERTURA EM PVC;M     ;AS;32,41
901;CABO DE COBRE UNIPOLAR 35 MM2, BLINDADO, ISOLACAO 12/20 KV EPR, COBERTURA EM PVC;M     ;AS;34,69
926;CABO DE COBRE UNIPOLAR 35 MM2, BLINDADO, ISOLACAO 3,6/6 KV EPR, COBERTURA EM PVC;M     ;AS;36,66
912;CABO DE COBRE UNIPOLAR 35 MM2, BLINDADO, ISOLACAO 6/10 KV EPR, COBERTURA EM PVC;M     ;AS;36,88
955;CABO DE COBRE UNIPOLAR 50 MM2, BLINDADO, ISOLACAO 12/20 KV EPR, COBERTURA EM PVC;M     ;AS;44,02
946;CABO DE COBRE UNIPOLAR 50 MM2, BLINDADO, ISOLACAO 3,6/6 KV EPR, COBERTURA EM PVC;M     ;AS;49,50
953;CABO DE COBRE UNIPOLAR 50 MM2, BLINDADO, ISOLACAO 6/10 KV EPR, COBERTURA EM PVC;M     ;AS;45,04
902;CABO DE COBRE UNIPOLAR 70 MM2, BLINDADO, ISOLACAO 12/20 KV EPR, COBERTURA EM PVC;M     ;AS;54,75
927;CABO DE COBRE UNIPOLAR 70 MM2, BLINDADO, ISOLACAO 3,6/6 KV EPR, COBERTURA EM PVC;M     ;AS;53,07
913;CABO DE COBRE UNIPOLAR 70 MM2, BLINDADO, ISOLACAO 6/10 KV EPR, COBERTURA EM PVC;M     ;AS;59,24
903;CABO DE COBRE UNIPOLAR 95 MM2, BLINDADO, ISOLACAO 12/20 KV EPR, COBERTURA EM PVC;M     ;AS;67,04
945;CABO DE COBRE UNIPOLAR 95 MM2, BLINDADO, ISOLACAO 3,6/6 KV EPR, COBERTURA EM PVC;M     ;AS;70,92
914;CABO DE COBRE UNIPOLAR 95 MM2, BLINDADO, ISOLACAO 6/10 KV EPR, COBERTURA EM PVC;M     ;AS;72,65
993;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 1,5 MM2;M     ;CR;1,02
1020;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 10 MM2;M     ;CR;4,45
1017;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 120 MM2;M     ;CR;48,90
999;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 150 MM2;M     ;CR;60,59
995;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 16 MM2;M     ;CR;6,82
1000;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 185 MM2;M     ;CR;74,28
1022;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 2,5 MM2;M     ;CR;1,42
1015;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 240 MM2;M     ;CR;97,81
996;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 25 MM2;M     ;CR;10,39
1001;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 300 MM2;M     ;CR;122,40
1019;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 35 MM2;M     ;CR;14,32
1021;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 4 MM2;M     ;CR;2,03
39249;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 400 MM2;M     ;CR;159,68
1018;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 50 MM2;M     ;CR;20,41
39250;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 500 MM2;M     ;CR;205,12
994;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 6 MM2;M     ;CR;2,77
977;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 70 MM2;M     ;CR;28,28
998;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, COBERTURA PVC-ST1, ANTICHAMA BWF-B, 1 CONDUTOR, 0,6/1 KV, SECAO NOMINAL 95 MM2;M     ;CR;37,57
39251;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 0,5 MM2;M     ;CR;0,27
1011;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 0,75 MM2;M     ;CR;0,37
39252;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 1,0 MM2;M     ;CR;0,45
1013;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 1,5 MM2;M     ;CR;0,60
980;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 10 MM2;M     ;CR;4,08
39237;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 120 MM2;M     ;CR;48,39
979;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 16 MM2;M     ;C ;6,29
39239;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 185 MM2;M     ;CR;73,53
1014;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 2,5 MM2;M     ;CR;0,95
39240;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 240 MM2;M     ;CR;97,18
39232;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 25 MM2;M     ;CR;10,09
39233;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 35 MM2;M     ;CR;13,87
981;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 4 MM2;M     ;CR;1,70
39234;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 50 MM2;M     ;CR;20,36
982;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 6 MM2;M     ;CR;2,38
39235;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 70 MM2;M     ;CR;28,63
39236;CABO DE COBRE, FLEXIVEL, CLASSE 4 OU 5, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 95 MM2;M     ;CR;37,54
876;CABO DE COBRE, RIGIDO, CLASSE 2, COMPACTADO, BLINDADO, ISOLACAO EM EPR OU XLPE, COBERTURA ANTICHAMA EM PVC, PEAD OU HFFR, 1 CONDUTOR, 20/35 KV, SECAO NOMINAL 120 MM2;M     ;CR;96,91
877;CABO DE COBRE, RIGIDO, CLASSE 2, COMPACTADO, BLINDADO, ISOLACAO EM EPR OU XLPE, COBERTURA ANTICHAMA EM PVC, PEAD OU HFFR, 1 CONDUTOR, 20/35 KV, SECAO NOMINAL 150 MM2;M     ;CR;113,92
882;CABO DE COBRE, RIGIDO, CLASSE 2, COMPACTADO, BLINDADO, ISOLACAO EM EPR OU XLPE, COBERTURA ANTICHAMA EM PVC, PEAD OU HFFR, 1 CONDUTOR, 20/35 KV, SECAO NOMINAL 185 MM2;M     ;CR;124,14
878;CABO DE COBRE, RIGIDO, CLASSE 2, COMPACTADO, BLINDADO, ISOLACAO EM EPR OU XLPE, COBERTURA ANTICHAMA EM PVC, PEAD OU HFFR, 1 CONDUTOR, 20/35 KV, SECAO NOMINAL 240 MM2;M     ;CR;154,33
879;CABO DE COBRE, RIGIDO, CLASSE 2, COMPACTADO, BLINDADO, ISOLACAO EM EPR OU XLPE, COBERTURA ANTICHAMA EM PVC, PEAD OU HFFR, 1 CONDUTOR, 20/35 KV, SECAO NOMINAL 300 MM2;M     ;CR;181,91
880;CABO DE COBRE, RIGIDO, CLASSE 2, COMPACTADO, BLINDADO, ISOLACAO EM EPR OU XLPE, COBERTURA ANTICHAMA EM PVC, PEAD OU HFFR, 1 CONDUTOR, 20/35 KV, SECAO NOMINAL 400 MM2;M     ;CR;214,04
873;CABO DE COBRE, RIGIDO, CLASSE 2, COMPACTADO, BLINDADO, ISOLACAO EM EPR OU XLPE, COBERTURA ANTICHAMA EM PVC, PEAD OU HFFR, 1 CONDUTOR, 20/35 KV, SECAO NOMINAL 50 MM2;M     ;CR;65,08
881;CABO DE COBRE, RIGIDO, CLASSE 2, COMPACTADO, BLINDADO, ISOLACAO EM EPR OU XLPE, COBERTURA ANTICHAMA EM PVC, PEAD OU HFFR, 1 CONDUTOR, 20/35 KV, SECAO NOMINAL 500 MM2;M     ;CR;292,55
874;CABO DE COBRE, RIGIDO, CLASSE 2, COMPACTADO, BLINDADO, ISOLACAO EM EPR OU XLPE, COBERTURA ANTICHAMA EM PVC, PEAD OU HFFR, 1 CONDUTOR, 20/35 KV, SECAO NOMINAL 70 MM2;M     ;CR;77,23
875;CABO DE COBRE, RIGIDO, CLASSE 2, COMPACTADO, BLINDADO, ISOLACAO EM EPR OU XLPE, COBERTURA ANTICHAMA EM PVC, PEAD OU HFFR, 1 CONDUTOR, 20/35 KV, SECAO NOMINAL 95 MM2;M     ;CR;92,15
983;CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 1,5 MM2;M     ;CR;0,57
985;CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 10 MM2;M     ;CR;4,32
990;CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 150 MM2;M     ;CR;59,24
39241;CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 16 MM2;M     ;CR;6,77
1005;CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 185 MM2;M     ;CR;72,71
984;CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 2,5 MM2;M     ;CR;1,49
991;CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 240 MM2;M     ;CR;96,07
986;CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 25 MM2;M     ;CR;10,35
1024;CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 300 MM2;M     ;CR;118,91
987;CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 35 MM2;M     ;CR;14,06
1003;CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 4 MM2;M     ;CR;2,19
992;CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 400 MM2;M     ;CR;153,84
1007;CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 50 MM2;M     ;CR;19,95
39242;CABO DE COBRE, RIGIDO, CLASSE 2, ISOLACAO EM PVC/A, ANTICHAMA BWF-B, 1 CONDUTOR, 450/750 V, SECAO NOMINAL 500 MM2;M     ;CR;190,61
