CODIGO  ;DESCRICAO_INSUMO;UNIDADE;  PRECO MEDIANO R$;MESANO
12714;COTOVELO DE COBRE 90 GRAUS (REF 607) SEM ANEL DE SOLDA, BOLSA X BOLSA, 15 MM;UN    ;2,43;
12715;COTOVELO DE COBRE 90 GRAUS (REF 607) SEM ANEL DE SOLDA, BOLSA X BOLSA, 22 MM;UN    ;5,48;
12716;COTOVELO DE COBRE 90 GRAUS (REF 607) SEM ANEL DE SOLDA, BOLSA X BOLSA, 28 MM;UN    ;9,41;
12717;COTOVELO DE COBRE 90 GRAUS (REF 607) SEM ANEL DE SOLDA, BOLSA X BOLSA, 35 MM;UN    ;18,5;
12718;COTOVELO DE COBRE 90 GRAUS (REF 607) SEM ANEL DE SOLDA, BOLSA X BOLSA, 42 MM;UN    ;28,4;
12719;COTOVELO DE COBRE 90 GRAUS (REF 607) SEM ANEL DE SOLDA, BOLSA X BOLSA, 54 MM;UN    ;45,09;
12720;COTOVELO DE COBRE 90 GRAUS (REF 607) SEM ANEL DE SOLDA, BOLSA X BOLSA, 66 MM;UN    ;157,01;
12721;COTOVELO DE COBRE 90 GRAUS (REF 607) SEM ANEL DE SOLDA, BOLSA X BOLSA, 79 MM;UN    ;150,56;
3468;"COTOVELO DE REDUCAO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"" X 1""";UN    ;20,57;
3465;"COTOVELO DE REDUCAO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"" X 3/4""";UN    ;20,57;
12403;"COTOVELO DE REDUCAO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/4"" X 1""";UN    ;14,66;
3463;"COTOVELO DE REDUCAO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1"" X 1/2""";UN    ;8,56;
3464;"COTOVELO DE REDUCAO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1"" X 3/4""";UN    ;8,56;
3466;"COTOVELO DE REDUCAO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2 1/2"" X 2""";UN    ;52,24;
3467;"COTOVELO DE REDUCAO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2"" X 1 1/2""";UN    ;29,5;
3462;"COTOVELO DE REDUCAO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3/4"" X 1/2""";UN    ;5,65;
3446;"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2""";UN    ;17,39;
3445;"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/4""";UN    ;14,2;
3441;"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1/2""";UN    ;4;
3444;"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1""";UN    ;8,74;
12402;"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2 1/2""";UN    ;48,89;
3447;"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2""";UN    ;25,29;
3442;"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3/4""";UN    ;5,99;
3448;"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3""";UN    ;71,47;
3449;"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 4""";UN    ;125,24;
37438;COTOVELO 45 GRAUS, PEAD PE 100, DE 125 MM, PARA ELETROFUSAO;UN    ;90,21;
37439;COTOVELO 45 GRAUS, PEAD PE 100, DE 200 MM, PARA ELETROFUSAO;UN    ;589,81;
37435;COTOVELO 45 GRAUS, PEAD PE 100, DE 32 MM, PARA ELETROFUSAO;UN    ;10,6;
37436;COTOVELO 45 GRAUS, PEAD PE 100, DE 40 MM, PARA ELETROFUSAO;UN    ;12,51;
37437;COTOVELO 45 GRAUS, PEAD PE 100, DE 63 MM, PARA ELETROFUSAO;UN    ;18,09;
3473;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 1 1/2""";UN    ;19,66;
3474;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 1 1/4""";UN    ;16,21;
3450;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 1/2""";UN    ;4,7;
3443;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 1""";UN    ;10,08;
3453;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 2 1/2""";UN    ;57,4;
3452;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 2""";UN    ;28,33;
3451;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 3/4""";UN    ;5,62;
3454;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 3""";UN    ;87,3;
3458;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2""";UN    ;15,76;
3457;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/4""";UN    ;11,83;
3455;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1/2""";UN    ;3,36;
3472;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1""";UN    ;7,55;
3470;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2 1/2""";UN    ;44,01;
3471;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2""";UN    ;24,18;
3456;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3/4""";UN    ;5,03;
3459;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3""";UN    ;62,08;
3469;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 4""";UN    ;118,06;
3460;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 5""";UN    ;172,27;
3461;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 6""";UN    ;440,32;
37433;COTOVELO 90 GRAUS, PEAD PE 100, DE 125 MM, PARA ELETROFUSAO;UN    ;90,21;
37430;COTOVELO 90 GRAUS, PEAD PE 100, DE 20 MM, PARA ELETROFUSAO;UN    ;11,3;
37434;COTOVELO 90 GRAUS, PEAD PE 100, DE 200 MM, PARA ELETROFUSAO;UN    ;841,15;
37431;COTOVELO 90 GRAUS, PEAD PE 100, DE 32 MM, PARA ELETROFUSAO;UN    ;15,33;
37432;COTOVELO 90 GRAUS, PEAD PE 100, DE 63 MM, PARA ELETROFUSAO;UN    ;28,28;
37413;"COTOVELO/JOELHO COM ADAPTADOR, 90 GRAUS, EM POLIPROPILENO, PN 16, PARA TUBOS PEAD, 20 MM X 1/2"" - LIGACAO PREDIAL DE AGUA";UN    ;2,5;
37414;"COTOVELO/JOELHO COM ADAPTADOR, 90 GRAUS, EM POLIPROPILENO, PN 16, PARA TUBOS PEAD, 20 MM X 3/4"" - LIGACAO PREDIAL DE AGUA";UN    ;2,84;
37415;"COTOVELO/JOELHO COM ADAPTADOR, 90 GRAUS, EM POLIPROPILENO, PN 16, PARA TUBOS PEAD, 32 MM X 1"" - LIGACAO PREDIAL DE AGUA";UN    ;5,17;
37416;COTOVELO/JOELHO 90 GRAUS, EM POLIPROPILENO, PN 16, PARA TUBOS PEAD, 20 X 20 MM - LIGACAO PREDIAL DE AGUA;UN    ;2,34;
37417;COTOVELO/JOELHO 90 GRAUS, EM POLIPROPILENO, PN 16, PARA TUBOS PEAD, 32 X 32 MM - LIGACAO PREDIAL DE AGUA;UN    ;3,37;
3112;CREMONA COM CASTANHA BIPARTIDA, COM VARA DE 1.20 M, EM LATAO CROMADO, PARA PORTAS E JANELAS - COMPLETA;CJ    ;40,06;
3113;CREMONA COM CASTANHA BIPARTIDA, COM VARA DE 1.50 M, EM LATAO CROMADO, PARA PORTAS E JANELAS - COMPLETA;CJ    ;46,16;
3114;CREMONA LATAO CROMADO, COM CASTANHA BIPARTIDA E PRESILHAS, MEDIDAS APROXIMADAS DE 113 X 40 X 35 MM (NAO INCL VARA FERRO);UN    ;20,85;
34519;CRUZETA DE CONCRETO LEVE, COMP. 2000 MM SECAO, 90 X 90 MM;UN    ;71,95;
10510;CRUZETA DE EUCALIPTO TRATADO, OU EQUIVALENTE DA REGIAO, *2,4* M, SECAO *9 X 11,5* CM;UN    ;65,62;
1649;"CRUZETA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2""";UN    ;37,17;
1653;"CRUZETA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/4""";UN    ;29,11;
1647;"CRUZETA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1/2""";UN    ;10,42;
1648;"CRUZETA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1""";UN    ;20,02;
1651;"CRUZETA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2 1/2""";UN    ;92,87;
1650;"CRUZETA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2""";UN    ;51,33;
1654;"CRUZETA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3/4""";UN    ;14,31;
1652;"CRUZETA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3""";UN    ;133,3;
1727;CRUZETA DE REDUCAO PVC PBA, JE, BBBB, DN 75 X 50 / DE 85 X 60 MM (NBR 5647);UN    ;63,48;
12920;CRUZETA PVC PBA, JE, BBBB, DN 100 / DE 110 MM (NBR 5647);UN    ;83,88;
1725;CRUZETA PVC PBA, JE, BBBB, DN 50 / DE 60 MM (NBR 5647);UN    ;18,31;
12943;CRUZETA PVC PBA, JE, BBBB, DN 75 / DE 85 MM (NBR 5647);UN    ;45,19;
1747;"CUBA ACO INOX (AISI 304) DE EMBUTIR COM VALVULA DE 3 1/2 "", DE *56 X 33 X 12* CM";UN    ;118,48;
1744;"CUBA ACO INOX (AISI 304) DE EMBUTIR COM VALVULA 3 1/2 "", DE *40 X 34 X 12* CM";UN    ;82,07;
1743;"CUBA ACO INOX (AISI 304) DE EMBUTIR COM VALVULA 3 1/2 "", DE *46 X 30 X 12* CM";UN    ;107,77;
7241;CUMEEIRA ALUMINIO ONDULADA, COMPRIMENTO = *1,12* M, E = 0,8 MM;M2    ;33,65;
39640;CUMEEIRA ARTICULADA (ABA INFERIOR) PARA TELHA ONDULADA DE FIBROCIMENTO E = 4 MM, ABA *330* MM, COMPRIMENTO 500 MM (SEM AMIANTO);UN    ;7,59;
11013;CUMEEIRA ARTICULADA (ABA INTERNA INFERIOR OU EXTERNA SUPERIOR) PARA TELHA ESTRUTURAL DE FIBROCIMENTO, 1 ABA, E = 6 MM (SEM AMIANTO);UN    ;15,63;
11017;CUMEEIRA ARTICULADA (ABA SUPERIOR) PARA TELHA ONDULADA DE FIBROCIMENTO E = 4 MM, ABA *330* MM, COMPRIMENTO 500 MM (SEM AMIANTO);UN    ;6,67;
20236;CUMEEIRA ARTICULADA (PAR) PARA TELHA ONDULADA DE FIBROCIMENTO, E = 6 MM, ABA 350 MM, COMPRIMENTO 1100 MM (SEM AMIANTO);UN    ;29,36;
7215;CUMEEIRA NORMAL PARA TELHA ESTRUTURAL DE FIBROCIMENTO 1 ABA, E = 6 MM, COMPRIMENTO 608 MM (SEM AMIANTO);UN    ;25,14;
7216;CUMEEIRA NORMAL PARA TELHA ESTRUTURAL DE FIBROCIMENTO 2 ABAS, E = 6 MM, DE 1050 X 935 MM (SEM AMIANTO);UN    ;105,09;
20235;CUMEEIRA NORMAL PARA TELHA ONDULADA DE FIBROCIMENTO, E = 6 MM, ABA 300 MM, COMPRIMENTO 1100 MM (SEM AMIANTO);UN    ;53,13;
7181;CUMEEIRA PARA TELHA CERAMICA, COMPRIMENTO DE *41* CM, RENDIMENTO DE *3* TELHAS/M;UN    ;1,34;
40866;CUMEEIRA PARA TELHA DE CONCRETO, PARA 2 AGUAS DE TELHADO, COR CINZA, RENDIMENTO DE *3* TELHAS/M (COLETADO CAIXA);UN    ;9,03;
7214;CUMEEIRA SHED PARA TELHA ONDULADA DE FIBROCIMENTO, E = 6 MM, ABA 280 MM, COMPRIMENTO 1100 MM (SEM AMIANTO);UN    ;36;
7219;CUMEEIRA UNIVERSAL PARA TELHA ONDULADA DE FIBROCIMENTO, E = 6 MM, ABA 210 MM, COMPRIMENTO 1100 MM (SEM AMIANTO);UN    ;37,26;
37972;CURVA CPVC, 90 GRAUS, SOLDAVEL, 22 MM, PARA AGUA QUENTE;UN    ;4,03;
37973;CURVA CPVC, 90 GRAUS, SOLDAVEL, 28 MM, PARA AGUA QUENTE;UN    ;6,45;
37971;CURVA CPVC, 90 GRAUS, SOLDAVEL,15 MM, PARA AGUA QUENTE;UN    ;2,42;
20094;CURVA CURTA PVC, PB, JE, 45 GRAUS, DN 100 MM, PARA REDE COLETORA ESGOTO (NBR 10569);UN    ;9,12;
20095;CURVA CURTA PVC, PB, JE, 90 GRAUS, DN 100 MM, PARA REDE COLETORA ESGOTO (NBR 10569);UN    ;15,46;
1954;CURVA DE PVC 45 GRAUS, SOLDAVEL, 110 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN    ;71,53;
1926;CURVA DE PVC 45 GRAUS, SOLDAVEL, 20 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN    ;1,26;
1927;CURVA DE PVC 45 GRAUS, SOLDAVEL, 25 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN    ;1,53;
1923;CURVA DE PVC 45 GRAUS, SOLDAVEL, 32 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN    ;2,48;
1929;CURVA DE PVC 45 GRAUS, SOLDAVEL, 40 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN    ;3,14;
1930;CURVA DE PVC 45 GRAUS, SOLDAVEL, 50 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN    ;6,53;
1924;CURVA DE PVC 45 GRAUS, SOLDAVEL, 60 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN    ;11,06;
1922;CURVA DE PVC 45 GRAUS, SOLDAVEL, 75 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN    ;22,44;
1953;CURVA DE PVC 45 GRAUS, SOLDAVEL, 85 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN    ;26,81;
1962;CURVA DE PVC 90 GRAUS, SOLDAVEL, 110 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN    ;78,07;
1955;CURVA DE PVC 90 GRAUS, SOLDAVEL, 20 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN    ;1,32;
1956;CURVA DE PVC 90 GRAUS, SOLDAVEL, 25 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN    ;1,91;
1957;CURVA DE PVC 90 GRAUS, SOLDAVEL, 32 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN    ;3,86;
1958;CURVA DE PVC 90 GRAUS, SOLDAVEL, 40 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN    ;7,01;
1959;CURVA DE PVC 90 GRAUS, SOLDAVEL, 50 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN    ;7,73;
1925;CURVA DE PVC 90 GRAUS, SOLDAVEL, 60 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN    ;17,87;
1960;CURVA DE PVC 90 GRAUS, SOLDAVEL, 75 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN    ;30,85;
1961;CURVA DE PVC 90 GRAUS, SOLDAVEL, 85 MM, PARA AGUA FRIA PREDIAL (NBR 5648);UN    ;37,03;
38426;CURVA DE PVC, 45 GRAUS, SERIE R, DN 100 MM, PARA ESGOTO PREDIAL;UN    ;21,09;
38427;CURVA DE PVC, 45 GRAUS, SERIE R, DN 150 MM, PARA ESGOTO PREDIAL;UN    ;43,29;
38425;CURVA DE PVC, 45 GRAUS, SERIE R, DN 75 MM, PARA ESGOTO PREDIAL;UN    ;10,99;
38423;CURVA DE PVC, 90 GRAUS, SERIE R, DN 100 MM, PARA ESGOTO PREDIAL;UN    ;36,11;
38424;CURVA DE PVC, 90 GRAUS, SERIE R, DN 150 MM, PARA ESGOTO PREDIAL;UN    ;54,11;
38421;CURVA DE PVC, 90 GRAUS, SERIE R, DN 50 MM, PARA ESGOTO PREDIAL;UN    ;20,51;
38422;CURVA DE PVC, 90 GRAUS, SERIE R, DN 75 MM, PARA ESGOTO PREDIAL;UN    ;23,1;
39866;CURVA DE TRANSPOSICAO BRONZE/LATAO (REF 736) SEM ANEL DE SOLDA, BOLSA X BOLSA, 15 MM;UN    ;8,59;
39867;CURVA DE TRANSPOSICAO BRONZE/LATAO (REF 736) SEM ANEL DE SOLDA, BOLSA X BOLSA, 22 MM;UN    ;19,09;
39868;CURVA DE TRANSPOSICAO BRONZE/LATAO (REF 736) SEM ANEL DE SOLDA, BOLSA X BOLSA, 28 MM;UN    ;34,39;
37999;CURVA DE TRANSPOSICAO, CPVC, SOLDAVEL, 15 MM;UN    ;3,86;
38000;CURVA DE TRANSPOSICAO, CPVC, SOLDAVEL, 22 MM;UN    ;5,11;
38129;CURVA DE TRANSPOSICAO, PVC SOLDAVEL, 20 MM, PARA AGUA FRIA PREDIAL;UN    ;2,46;
38025;CURVA DE TRANSPOSICAO, PVC, SOLDAVEL, 25 MM, PARA AGUA FRIA PREDIAL;UN    ;4,02;
38026;CURVA DE TRANSPOSICAO, PVC, SOLDAVEL, 32 MM, PARA AGUA FRIA PREDIAL;UN    ;10,42;
1858;CURVA LONGA PVC, PB, JE, 45 GRAUS, DN 100 MM, PARA REDE COLETORA ESGOTO (NBR 10569);UN    ;17,46;
1844;CURVA LONGA PVC, PB, JE, 45 GRAUS, DN 150 MM, PARA REDE COLETORA ESGOTO (NBR 10569);UN    ;74,86;
1837;CURVA LONGA PVC, PB, JE, 45 GRAUS, DN 250 MM, PARA REDE COLETORA ESGOTO (NBR 10569);UN    ;271,27;
1860;CURVA LONGA PVC, PB, JE, 45 GRAUS, DN 300 MM, PARA REDE COLETORA ESGOTO (NBR 10569);UN    ;534,23;
1862;CURVA LONGA PVC, PB, JE, 45 GRAUS, DN 400 MM, PARA REDE COLETORA ESGOTO (NBR 10569);UN    ;858,32;
1863;CURVA LONGA PVC, PB, JE, 90 GRAUS, DN 100 MM, PARA REDE COLETORA ESGOTO (NBR 10569);UN    ;16,78;
1865;CURVA LONGA PVC, PB, JE, 90 GRAUS, DN 150 MM, PARA REDE COLETORA ESGOTO (NBR 10569);UN    ;75,39;
1866;CURVA LONGA PVC, PB, JE, 90 GRAUS, DN 200 MM, PARA REDE COLETORA ESGOTO (NBR 10569);UN    ;206,25;
1853;CURVA LONGA PVC, PB, JE, 90 GRAUS, DN 250 MM, PARA REDE COLETORA ESGOTO (NBR 10569);UN    ;304,91;
1867;CURVA LONGA PVC, PB, JE, 90 GRAUS, DN 300 MM, PARA REDE COLETORA ESGOTO (NBR 10569);UN    ;675,02;
1868;CURVA LONGA PVC, PB, JE, 90 GRAUS, DN 350 MM, PARA REDE COLETORA ESGOTO (NBR 10569);UN    ;974,06;
1859;CURVA LONGA PVC, PB, JE, 90 GRAUS, DN 400 MM, PARA REDE COLETORA ESGOTO (NBR 10569);UN    ;1.274,84;
1836;CURVA LONGA, PVC, PB, JE, 45 GRAUS, DN 200 MM, PARA REDE COLETORA ESGOTO (NBR 10569);UN    ;164,91;
1932;CURVA PVC CURTA 90 G, DN 50 MM, PARA ESGOTO PREDIAL;UN    ;6,1;
1933;CURVA PVC CURTA 90 GRAUS, DN 40 MM, PARA ESGOTO PREDIAL;UN    ;2,69;
1951;CURVA PVC CURTA 90 GRAUS, DN 75 MM, PARA ESGOTO PREDIAL;UN    ;12,32;
1966;CURVA PVC CURTA 90 GRAUS, 100 MM, PARA ESGOTO PREDIAL;UN    ;13,07;
1952;CURVA PVC LEVE, 90 GRAUS, COM PONTA E BOLSA LISA, DN 150 MM;UN    ;80,38;
20104;CURVA PVC LEVE, 90 GRAUS, COM PONTA E BOLSA LISA, DN 250 MM;UN    ;305,49;
20105;CURVA PVC LEVE, 90 GRAUS, COM PONTA E BOLSA LISA, DN 300 MM;UN    ;475,84;
1965;CURVA PVC LONGA 45 GRAUS, 100 MM, PARA ESGOTO PREDIAL;UN    ;23,99;
10765;CURVA PVC LONGA 45G, DN 50 MM, PARA ESGOTO PREDIAL;UN    ;6,07;
10767;CURVA PVC LONGA 45G, DN 75 MM, PARA ESGOTO PREDIAL;UN    ;16,7;
1970;CURVA PVC LONGA 90 GRAUS, 100 MM, PARA ESGOTO PREDIAL;UN    ;30,04;
1967;CURVA PVC LONGA 90 GRAUS, 40 MM, PARA ESGOTO PREDIAL;UN    ;2,77;
1968;CURVA PVC LONGA 90 GRAUS, 50 MM, PARA ESGOTO PREDIAL;UN    ;6,02;
1969;CURVA PVC LONGA 90 GRAUS, 75 MM, PARA ESGOTO PREDIAL;UN    ;18,79;
1839;CURVA PVC PBA, JE, PB, 22 GRAUS, DN 100 / DE 110 MM, PARA REDE AGUA (NBR 10351);UN    ;42,89;
1835;CURVA PVC PBA, JE, PB, 22 GRAUS, DN 50 / DE 60 MM, PARA REDE AGUA (NBR 10351);UN    ;10,51;
1823;CURVA PVC PBA, JE, PB, 22 GRAUS, DN 75 / DE 85 MM, PARA REDE AGUA (NBR 10351);UN    ;24,53;
1827;CURVA PVC PBA, JE, PB, 45 GRAUS, DN 100 / DE 110 MM, PARA REDE AGUA (NBR 10351);UN    ;44,13;
1831;CURVA PVC PBA, JE, PB, 45 GRAUS, DN 50 / DE 60 MM, PARA REDE AGUA (NBR 10351);UN    ;10,92;
1825;CURVA PVC PBA, JE, PB, 45 GRAUS, DN 75 / DE 85 MM, PARA REDE AGUA (NBR 10351);UN    ;24,49;
1828;CURVA PVC PBA, JE, PB, 90 GRAUS, DN 100 / DE 110 MM, PARA REDE AGUA (NBR 10351);UN    ;50;
1845;CURVA PVC PBA, JE, PB, 90 GRAUS, DN 50 / DE 60 MM, PARA REDE AGUA (NBR 10351);UN    ;11,95;
1824;CURVA PVC PBA, JE, PB, 90 GRAUS, DN 75 / DE 85 MM, PARA REDE AGUA (NBR 10351);UN    ;27,9;
1941;"CURVA PVC 90 GRAUS, ROSCAVEL, 1 1/2"",  AGUA FRIA PREDIAL";UN    ;10,35;
1940;"CURVA PVC 90 GRAUS, ROSCAVEL, 1 1/4"",  AGUA FRIA PREDIAL";UN    ;10,32;
1937;"CURVA PVC 90 GRAUS, ROSCAVEL, 1/2"",  AGUA FRIA PREDIAL";UN    ;1,83;
1939;"CURVA PVC 90 GRAUS, ROSCAVEL, 1"",  AGUA FRIA PREDIAL";UN    ;4,2;
1942;"CURVA PVC 90 GRAUS, ROSCAVEL, 2"",  AGUA FRIA PREDIAL";UN    ;19,61;
1938;"CURVA PVC 90 GRAUS, ROSCAVEL, 3/4"",  AGUA FRIA PREDIAL";UN    ;2,31;
20097;CURVA PVC, SERIE R, 87.30 GRAUS, CURTA, 100 MM, PARA ESGOTO PREDIAL (PARA PE-DE-COLUNA);UN    ;24,86;
20098;CURVA PVC, SERIE R, 87.30 GRAUS, CURTA, 150 MM, PARA ESGOTO PREDIAL (PARA PE-DE-COLUNA);UN    ;179,28;
20096;CURVA PVC, SERIE R, 87.30 GRAUS, CURTA, 75 MM, PARA ESGOTO PREDIAL (PARA PE-DE-COLUNA);UN    ;14,33;
1964;CURVA PVC, 45 GRAUS, CURTA, PB, DN 100 MM, PARA ESGOTO PREDIAL;UN    ;18,28;
1880;"CURVA 135 GRAUS, DE PVC RIGIDO ROSCAVEL, DE 1"", PARA ELETRODUTO";UN    ;1,7;
39274;CURVA 135 GRAUS, DE PVC RIGIDO ROSCAVEL, DE 3/4, PARA ELETRODUTO;UN    ;1,32;
2628;"CURVA 135 GRAUS, PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 100 MM (4"")";UN    ;97;
2622;"CURVA 135 GRAUS, PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 15 MM (1/2"")";UN    ;2,3;
2623;"CURVA 135 GRAUS, PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 20 MM (3/4"")";UN    ;2,77;
2624;"CURVA 135 GRAUS, PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 25 MM (1"")";UN    ;4,41;
2625;"CURVA 135 GRAUS, PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 32 MM (1 1/4"")";UN    ;9,3;
2626;"CURVA 135 GRAUS, PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 40 MM (1 1/2"")";UN    ;13,63;
2630;"CURVA 135 GRAUS, PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 50 MM (2"")";UN    ;20,74;
2627;"CURVA 135 GRAUS, PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 65 MM (2 1/2"")";UN    ;36,53;
2629;"CURVA 135 GRAUS, PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 80 MM (3"")";UN    ;49,42;
12033;"CURVA 180 GRAUS, DE PVC RIGIDO ROSCAVEL, DE 1 1/2"", PARA ELETRODUTO";UN    ;5,44;
40408;"CURVA 180 GRAUS, DE PVC RIGIDO ROSCAVEL, DE 1 1/4"", PARA ELETRODUTO";UN    ;3,58;
40409;"CURVA 180 GRAUS, DE PVC RIGIDO ROSCAVEL, DE 1/2"", PARA ELETRODUTO";UN    ;1,26;
39276;"CURVA 180 GRAUS, DE PVC RIGIDO ROSCAVEL, DE 1"", PARA ELETRODUTO";UN    ;3,22;
39277;"CURVA 180 GRAUS, DE PVC RIGIDO ROSCAVEL, DE 2"", PARA ELETRODUTO";UN    ;8,7;
12034;"CURVA 180 GRAUS, DE PVC RIGIDO ROSCAVEL, DE 3/4"", PARA ELETRODUTO";UN    ;2,46;
39879;CURVA 45 GRAUS DE COBRE (REF 606) SEM ANEL DE SOLDA, BOLSA X BOLSA, 15 MM;UN    ;2,41;
39880;CURVA 45 GRAUS DE COBRE (REF 606) SEM ANEL DE SOLDA, BOLSA X BOLSA, 22 MM;UN    ;5,34;
39881;CURVA 45 GRAUS DE COBRE (REF 606) SEM ANEL DE SOLDA, BOLSA X BOLSA, 28 MM;UN    ;8,58;
39882;CURVA 45 GRAUS DE COBRE (REF 606) SEM ANEL DE SOLDA, BOLSA X BOLSA, 35 MM;UN    ;22,6;
39883;CURVA 45 GRAUS DE COBRE (REF 606) SEM ANEL DE SOLDA, BOLSA X BOLSA, 42 MM;UN    ;36,09;
39884;CURVA 45 GRAUS DE COBRE (REF 606) SEM ANEL DE SOLDA, BOLSA X BOLSA, 54 MM;UN    ;53,6;
39885;CURVA 45 GRAUS DE COBRE (REF 606) SEM ANEL DE SOLDA, BOLSA X BOLSA, 66 MM;UN    ;127,4;
1777;"CURVA 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP FEMEA, DE 1 1/2""";UN    ;40,08;
